 08-09-18,00:00:27,7.766600E-12
 08-09-18,00:01:27,7.767700E-12
 08-09-18,00:02:27,7.768900E-12
 08-09-18,00:03:27,7.774300E-12
 08-09-18,00:04:27,7.768800E-12
 08-09-18,00:05:27,7.773100E-12
 08-09-18,00:06:27,7.780200E-12
 08-09-18,00:07:27,7.773200E-12
 08-09-18,00:08:28,7.770900E-12
 08-09-18,00:09:28,7.768700E-12
 08-09-18,00:10:28,7.772400E-12
 08-09-18,00:11:28,7.775300E-12
 08-09-18,00:12:28,7.776400E-12
 08-09-18,00:13:28,7.767500E-12
 08-09-18,00:14:28,7.777500E-12
 08-09-18,00:15:28,7.775000E-12
 08-09-18,00:16:28,7.777300E-12
 08-09-18,00:17:28,7.772700E-12
 08-09-18,00:18:28,7.765700E-12
 08-09-18,00:19:28,7.771400E-12
 08-09-18,00:20:28,7.773200E-12
 08-09-18,00:21:28,7.776800E-12
 08-09-18,00:22:28,7.774100E-12
 08-09-18,00:23:28,7.768700E-12
 08-09-18,00:24:29,7.766900E-12
 08-09-18,00:25:29,7.768300E-12
 08-09-18,00:26:29,7.776500E-12
 08-09-18,00:27:29,7.777500E-12
 08-09-18,00:28:29,7.773800E-12
 08-09-18,00:29:29,7.785600E-12
 08-09-18,00:30:29,7.790000E-12
 08-09-18,00:31:30,7.774900E-12
 08-09-18,00:32:30,7.773100E-12
 08-09-18,00:33:30,7.772300E-12
 08-09-18,00:34:30,7.777500E-12
 08-09-18,00:35:30,7.786000E-12
 08-09-18,00:36:30,7.784700E-12
 08-09-18,00:37:30,7.780900E-12
 08-09-18,00:38:30,7.780900E-12
 08-09-18,00:39:30,7.769500E-12
 08-09-18,00:40:30,7.773700E-12
 08-09-18,00:41:30,7.781300E-12
 08-09-18,00:42:30,7.788200E-12
 08-09-18,00:43:30,7.780100E-12
 08-09-18,00:44:30,7.783200E-12
 08-09-18,00:45:30,7.785800E-12
 08-09-18,00:46:30,7.785500E-12
 08-09-18,00:47:30,7.783400E-12
 08-09-18,00:48:31,7.785800E-12
 08-09-18,00:49:31,7.788700E-12
 08-09-18,00:50:31,7.789600E-12
 08-09-18,00:51:31,7.784600E-12
 08-09-18,00:52:31,7.788100E-12
 08-09-18,00:53:31,7.785800E-12
 08-09-18,00:54:31,7.783200E-12
 08-09-18,00:55:31,7.791700E-12
 08-09-18,00:56:31,7.794300E-12
 08-09-18,00:57:31,7.789400E-12
 08-09-18,00:58:31,7.789700E-12
 08-09-18,00:59:31,7.794200E-12
 08-09-18,01:00:31,7.794100E-12
 08-09-18,01:01:31,7.788500E-12
 08-09-18,01:02:31,7.790800E-12
 08-09-18,01:03:31,7.792700E-12
 08-09-18,01:04:32,7.797000E-12
 08-09-18,01:05:32,7.792000E-12
 08-09-18,01:06:32,7.791200E-12
 08-09-18,01:07:32,7.792100E-12
 08-09-18,01:08:32,7.794300E-12
 08-09-18,01:09:32,7.796400E-12
 08-09-18,01:10:32,7.794400E-12
 08-09-18,01:11:32,7.794600E-12
 08-09-18,01:12:32,7.795400E-12
 08-09-18,01:13:33,7.796000E-12
 08-09-18,01:14:33,7.795100E-12
 08-09-18,01:15:33,7.782800E-12
 08-09-18,01:16:33,7.783400E-12
 08-09-18,01:17:33,7.789300E-12
 08-09-18,01:18:33,7.785800E-12
 08-09-18,01:19:33,7.778100E-12
 08-09-18,01:20:33,7.778200E-12
 08-09-18,01:21:33,7.788000E-12
 08-09-18,01:22:33,7.783900E-12
 08-09-18,01:23:33,7.779200E-12
 08-09-18,01:24:33,7.779900E-12
 08-09-18,01:25:33,7.784700E-12
 08-09-18,01:26:34,7.786900E-12
 08-09-18,01:27:34,7.781400E-12
 08-09-18,01:28:34,7.782000E-12
 08-09-18,01:29:34,7.779900E-12
 08-09-18,01:30:34,7.775700E-12
 08-09-18,01:31:34,7.783000E-12
 08-09-18,01:32:34,7.789000E-12
 08-09-18,01:33:34,7.794200E-12
 08-09-18,01:34:34,7.784100E-12
 08-09-18,01:35:35,7.769600E-12
 08-09-18,01:36:35,7.774300E-12
 08-09-18,01:37:35,7.778800E-12
 08-09-18,01:38:35,7.783200E-12
 08-09-18,01:39:35,7.771500E-12
 08-09-18,01:40:35,7.768000E-12
 08-09-18,01:41:35,7.772300E-12
 08-09-18,01:42:35,7.780500E-12
 08-09-18,01:43:35,7.780400E-12
 08-09-18,01:44:35,7.788100E-12
 08-09-18,01:45:35,7.787100E-12
 08-09-18,01:46:35,7.790300E-12
 08-09-18,01:47:35,7.789100E-12
 08-09-18,01:48:35,7.791100E-12
 08-09-18,01:49:35,7.780500E-12
 08-09-18,01:50:35,7.783700E-12
 08-09-18,01:51:35,7.781400E-12
 08-09-18,01:52:35,7.778900E-12
 08-09-18,01:53:36,7.779700E-12
 08-09-18,01:54:36,7.775900E-12
 08-09-18,01:55:36,7.780000E-12
 08-09-18,01:56:36,7.780700E-12
 08-09-18,01:57:36,7.779300E-12
 08-09-18,01:58:36,7.781900E-12
 08-09-18,01:59:37,7.781200E-12
 08-09-18,02:00:37,7.779200E-12
 08-09-18,02:01:37,7.780000E-12
 08-09-18,02:02:37,7.781600E-12
 08-09-18,02:03:37,7.785900E-12
 08-09-18,02:04:37,7.782600E-12
 08-09-18,02:05:37,7.791300E-12
 08-09-18,02:06:37,7.788900E-12
 08-09-18,02:07:37,7.782300E-12
 08-09-18,02:08:37,7.782300E-12
 08-09-18,02:09:37,7.788100E-12
 08-09-18,02:10:37,7.782400E-12
 08-09-18,02:11:37,7.783500E-12
 08-09-18,02:12:37,7.778900E-12
 08-09-18,02:13:37,7.779100E-12
 08-09-18,02:14:37,7.784500E-12
 08-09-18,02:15:37,7.790600E-12
 08-09-18,02:16:37,7.788800E-12
 08-09-18,02:17:37,7.780400E-12
